data,cambio
13/07/1998,1.1611
14/07/1998,1.1626
15/07/1998,1.1607
16/07/1998,1.1613
17/07/1998,1.1609
20/07/1998,1.1599
21/07/1998,1.1602
22/07/1998,1.1612
23/07/1998,1.1639
24/07/1998,1.1647
27/07/1998,1.1653
28/07/1998,1.1627
29/07/1998,1.1624
30/07/1998,1.1616
31/07/1998,1.1626
03/08/1998,1.1635
04/08/1998,1.1651
05/08/1998,1.1663
06/08/1998,1.1673
07/08/1998,1.1675
10/08/1998,1.1684
11/08/1998,1.1681
12/08/1998,1.1692
13/08/1998,1.1708
14/08/1998,1.1708
17/08/1998,1.1722
18/08/1998,1.1731
19/08/1998,1.1734
21/08/1998,1.1745
24/08/1998,1.1742
25/08/1998,1.1739
27/08/1998,1.1745
28/08/1998,1.1755
31/08/1998,1.1761
01/09/1998,1.1764
02/09/1998,1.1766
03/09/1998,1.1772
04/09/1998,1.1776
08/09/1998,1.1761
09/09/1998,1.1784
10/09/1998,1.1786
11/09/1998,1.1785
14/09/1998,1.1795
16/09/1998,1.1788
17/09/1998,1.1793
18/09/1998,1.18
21/09/1998,1.1808
22/09/1998,1.1822
24/09/1998,1.1827
28/09/1998,1.1841
29/09/1998,1.1842
30/09/1998,1.1848
01/10/1998,1.1799
02/10/1998,1.1829
05/10/1998,1.1852
06/10/1998,1.1841
07/10/1998,1.1823
08/10/1998,1.1838
09/10/1998,1.1859
13/10/1998,1.1869
15/10/1998,1.1878
16/10/1998,1.1878
19/10/1998,1.1891
20/10/1998,1.1888
21/10/1998,1.1891
22/10/1998,1.1897
23/10/1998,1.1903
26/10/1998,1.1905
27/10/1998,1.1914
28/10/1998,1.1916
29/10/1998,1.1914
30/10/1998,1.1924
03/11/1998,1.1921
04/11/1998,1.1908
05/11/1998,1.1897
06/11/1998,1.1876
09/11/1998,1.1891
10/11/1998,1.1903
11/11/1998,1.19
12/11/1998,1.1905
13/11/1998,1.1907
16/11/1998,1.1901
17/11/1998,1.1901
18/11/1998,1.1905
19/11/1998,1.1924
20/11/1998,1.1942
23/11/1998,1.1966
25/11/1998,1.1974
26/11/1998,1.1984
27/11/1998,1.1995
30/11/1998,1.2004
01/12/1998,1.2008
02/12/1998,1.2005
03/12/1998,1.2015
04/12/1998,1.2018
07/12/1998,1.2021
08/12/1998,1.2027
09/12/1998,1.2029
10/12/1998,1.2026
11/12/1998,1.2032
15/12/1998,1.2044
16/12/1998,1.2045
17/12/1998,1.2057
21/12/1998,1.2061
22/12/1998,1.2066
24/12/1998,1.2071
28/12/1998,1.2076
29/12/1998,1.2076
30/12/1998,1.2075
31/12/1998,1.2079
05/01/1999,1.2077
06/01/1999,1.2088
07/01/1999,1.2093
08/01/1999,1.2096
11/01/1999,1.2101
12/01/1999,1.2106
13/01/1999,1.3185
14/01/1999,1.3186
15/01/1999,1.4651
18/01/1999,1.5376
19/01/1999,1.5572
20/01/1999,1.5727
21/01/1999,1.6594
22/01/1999,1.7041
25/01/1999,1.7598
26/01/1999,1.8762
27/01/1999,1.8878
28/01/1999,1.9198
29/01/1999,1.9824
02/02/1999,1.7972
03/02/1999,1.7701
04/02/1999,1.8132
05/02/1999,1.8309
08/02/1999,1.8601
09/02/1999,1.9325
10/02/1999,1.8945
12/02/1999,1.8976
17/02/1999,1.9171
18/02/1999,1.9021
19/02/1999,1.92
22/02/1999,1.9348
24/02/1999,2.0025
25/02/1999,2.0343
01/03/1999,2.0276
02/03/1999,2.13
03/03/1999,2.1639
04/03/1999,2.1014
05/03/1999,1.9926
08/03/1999,1.97
09/03/1999,1.9048
10/03/1999,1.8623
11/03/1999,1.8776
12/03/1999,1.9043
15/03/1999,1.8817
16/03/1999,1.8513
17/03/1999,1.8769
18/03/1999,1.8588
19/03/1999,1.8499
22/03/1999,1.8607
23/03/1999,1.8508
25/03/1999,1.8092
26/03/1999,1.7742
29/03/1999,1.7647
